cat_type,category,subcategory,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3
Wine,Sake,USA Sake,"$842,592","$831,162","$631,453","$661,681","$793,771"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,$0,$0,$0,$0
Wine,South Africa Wine,South Africa Red Wine,"$1,685,224","$1,395,284","$1,215,600","$1,441,352","$1,675,724"
Wine,South Africa Wine,South Africa Rose Wine,"$1,403","$2,670","$76,789","$71,754","$5,559"
Wine,South Africa Wine,South Africa Sparkling Wine,"$58,451","$28,076","$33,169","$28,001","$14,556"
Wine,South Africa Wine,South Africa White Wine,"$1,010,240","$875,223","$1,031,360","$1,111,788","$1,219,491"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$8,424","$16,765","$14,052","$4,438","$7,153"
Wine,Spain Wine,Spain Red Wine,"$5,777,041","$5,158,809","$3,856,715","$4,505,777","$5,766,660"
Wine,Spain Wine,Spain Rose Wine,"$104,820","$129,143","$259,067","$331,154","$122,453"
Wine,Spain Wine,Spain Sparkling Wine,"$2,203,402","$867,430","$1,140,121","$1,180,780","$2,038,439"
Wine,Spain Wine,Spain White Wine,"$422,340","$901,460","$401,368","$556,468","$534,862"
Wine,USA Wine,USA Fruit and Dessert Wine,"$2,720","$3,697","$1,227","$1,787",$936
Wine,USA Wine,USA Red Wine,"$31,091,624","$20,131,938","$20,554,019","$20,078,652","$29,359,886"
Wine,USA Wine,USA Rose Wine,"$1,126,865","$1,058,760","$1,490,646","$1,444,181","$1,161,230"
Wine,USA Wine,USA Sparkling Wine,"$610,383","$266,901","$342,735","$375,939","$602,245"
Wine,USA Wine,USA White Wine,"$7,576,652","$5,885,145","$6,603,975","$7,484,748","$7,048,748"
