cat_type,category,subcategory,period,netsales
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2018/19 Q2,19263117
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2018/19 Q3,13310556
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2018/19 Q4,12192826
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2019/20 Q1,18356979
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2019/20 Q2,19315331
Refreshment Beverages,Cider,Import Cider,Fiscal 2018/19 Q2,6093884
Refreshment Beverages,Cider,Import Cider,Fiscal 2018/19 Q3,3795063
Refreshment Beverages,Cider,Import Cider,Fiscal 2018/19 Q4,3587817
Refreshment Beverages,Cider,Import Cider,Fiscal 2019/20 Q1,5356739
Refreshment Beverages,Cider,Import Cider,Fiscal 2019/20 Q2,5206000
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2018/19 Q2,928161
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2018/19 Q3,325449
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2018/19 Q4,363383
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2019/20 Q1,669819
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2019/20 Q2,499914
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2018/19 Q2,52295043
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2018/19 Q3,29955020
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2018/19 Q4,31381766
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2019/20 Q1,60606875
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2019/20 Q2,66022534
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2018/19 Q2,1149059
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2018/19 Q3,732605
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2018/19 Q4,854793
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2019/20 Q1,1333672
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2019/20 Q2,1139990
