cat_type,category,subcategory,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3
Wine,Sake,Japan Sake,"$1,558,327","$1,405,677","$1,371,118","$1,538,556","$1,594,252"
Wine,Sake,Other Country Sake,"$84,019","$84,521","$86,621","$96,654","$75,703"
Wine,Sake,USA Sake,"$793,771","$771,547","$653,327","$679,113","$785,341"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,$0,$0,$0,$0
Wine,South Africa Wine,South Africa Red Wine,"$1,675,724","$1,479,540","$1,461,248","$1,299,850","$1,616,418"
Wine,South Africa Wine,South Africa Rose Wine,"$5,559","$1,453","$137,027","$49,656","$16,409"
Wine,South Africa Wine,South Africa Sparkling Wine,"$14,556","$4,324","$3,423","$3,249","$5,841"
Wine,South Africa Wine,South Africa White Wine,"$1,219,491","$1,041,638","$1,163,886","$1,205,157","$997,174"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$7,153","$7,390","$7,985","$8,974","$10,971"
Wine,Spain Wine,Spain Red Wine,"$5,766,660","$4,453,924","$4,873,575","$4,225,827","$5,661,312"
Wine,Spain Wine,Spain Rose Wine,"$126,937","$117,112","$277,534","$380,348","$204,800"
Wine,Spain Wine,Spain Sparkling Wine,"$2,038,439","$810,178","$1,162,744","$1,211,094","$1,913,333"
Wine,Spain Wine,Spain White Wine,"$534,862","$507,901","$722,917","$655,903","$644,781"
Wine,USA Wine,USA Fruit and Dessert Wine,$936,$426,$170,$802,"$1,178"
Wine,USA Wine,USA Red Wine,"$29,263,184","$20,132,932","$21,765,527","$20,378,558","$32,134,998"
Wine,USA Wine,USA Rose Wine,"$1,161,230","$1,038,125","$1,950,084","$1,288,045","$1,181,252"
Wine,USA Wine,USA Sparkling Wine,"$602,245","$299,391","$331,426","$298,496","$447,538"
Wine,USA Wine,USA White Wine,"$6,995,929","$5,718,273","$6,633,612","$6,600,822","$6,663,190"
